tweet_id,text,airline_sentiment
569714541178679296,@united I have 8 flights with you in the next two weeks :) let's make some good memories!,good
569713494821482498,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)",negative
569711632991047680,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving,negative
569711003585220608,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,worse
569710853160710144,"@united I tried the online tracking and they said something like ""attempting to locate luggage""",negative
569710627649761282,@united your worker told us not to call because we'd be talking to someone in Thailand...,negative
569710389757419520,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,worse
569710365770182656,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do,negative
569710260136640512,@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united,negative
569710072491745280,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,worse
569710019333107714,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,negative
569709992175116288,"@united if you don't like delayed bags, why do you let it happen so much?",negative
569709452594524160,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay,negative
569709350903631873,@united he is so excellent and so reliable :) #happycustomer,good
569709246150893568,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS,negative
569709136813826049,@united its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service',worse
569707970876936192,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,average
569707569448558592,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,average
569707473973739520,@united it was delivered! Thank you for making sure it arrived at my doorstep!,good
569706638283833344,"@united really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc.",negative
569706336268611584,"@united-rebooked to OMA - 180 miles from my destination. Spotty customer service. I get staff stressors but come on, this is your business.",worse
569705870830874625,@united Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.,average
569705869816012801,“@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28z”,good
569705838870466561,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?,negative
569705813142409217,@united Thanks for the vague canned response that doesn't address the issue!,negative
569705563287896064,@united thank you!,good
569705220088795136,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,negative
569705212274995201,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.,negative
569704478808485888,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail,worse
569703875390918657,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice,worse
569703480933408768,@united I did. It took about an hour and a half though,negative
569703328940032000,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn,negative
569702566126325760,@united i did but i got nothing from it. Just dissapointment =(,negative
569701607144693760,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,worse
569701377779183616,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.,good
569701178054811648,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa,negative
569700247275876352,@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.,negative
569700243383537664,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",good
569699965527666688,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.,worse
569699471954587648,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate,worse
569699171868938241,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.,negative
569698949474291713,@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?,negative
569698788216049664,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.,worse
569698504467021824,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,negative
569698085821001728,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1",negative
569697793801134080,@united what about the poor customer service at checkin at Kansas KCI?!? That's it???,negative
569697646501363713,@united except all of that delayed the flight anyway.,worse
569697298768203776,@United maybe find a different gate #ua1758,negative
569697234574581760,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous,worse
569696881330167808,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?,negative
569696313824161792,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke,worse
569695553644322816,@united can we get an explanation on why UA978 from São Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations.,negative
569695452368670720,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.,worse
569695198239793153,@united Can you tell me Jet Airways award availability?,average
569693820398510080,"@united I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option.",negative
569693689766907904,@united What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,average
569693430902861824,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,average
569692936880791552,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484",worse
569692618797355009,@united on a flight at 11:30 tomorrow.,average
569690742169292802,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,negative
569690626293305344,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,worse
569689096882425857,@united why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac &amp; misses connecting flight always,negative
569689076439392257,@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.,worse
569688560376221696,@united sitting on UAL 683 - a comedy of errors.  UAL is incompetent,negative
569687374193680384,"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?",negative
569685747080372224,"@united, take a look at status of 683, sitting at ORD ... This ain't cool, yo.",negative
569685581787205632,@united bummer but thank you for the quick response,good
569684963777503232,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,worse
569684654380486656,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.,negative
569684282706259968,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent",worse
569683734951170048,@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.,worse
569683647990599681,@united I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been,worse
569683567552262145,"@united, you just caused a riot on the airplane. Never seen anything like this",negative
569681831039074306,"@united Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there.",negative
569681799984492544,@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.,worse
569681746037383168,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,worse
569681499928158208,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",good
569681060553826304,@united lol too little too Late Flight,worse
569681019185573889,@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM,worse
569679871707783168,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability,worse
569679642447052800,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,negative
569678975049588737,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.,worse
569677636613439488,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief,worse
569676933778292736,@united booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become,average
569676871744364544,@united your seats are god awful.,worse
569676535973744640,@united good try but @SouthwestAir got her here safer and sooner,negative
569673939183493120,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,good
569673431224074240,@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!,worse
569672116750004226,@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?,average
569671617674022912,"@united I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",average
569671468369338368,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?,worse
569669992624431105,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK,negative
569669516185063424,@united i sure will,worse
569669336991969280,@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it,average
569668741484515328,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",negative
569668488408616960,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s.",negative
569667955727818752,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,average
569667082499035137,@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.,worse
569666840370110465,@united JP - DM message who? Can't get a DM through to @united,negative
569666771717890048,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.,negative
569666686086819840,@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.,negative
569666679963312129,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,negative
569666428388958209,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,average
569666352794898432,@united social media team is on point on #OscarNight :),good
569666115477098496,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence,worse
569665976062644224,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,worse
569665600403808256,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.,negative
569665343880368131,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,average
569665258605842434,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",negative
569665177135812608,@united I need help with a missing bag.,worse
569664849522925569,@united I was. But I have given up.,negative
569664250521763840,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",average
569663725172436992,@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!,negative
569663687222542336,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...,negative
569663371353546752,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers,worse
569662934520999936,@united might possibly have the worst service on the planet.,negative
569662789377064960,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited,negative
569662132582621184,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR,worse
569662077742096385,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there,negative
569661926067736576,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse,negative
569661767158075392,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse,negative
569660740396720128,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better,worse
569660691256188929,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.,negative
569660461601447936,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,negative
569660452428513280,@united thank you for following up!,good
569659878693695488,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,good
569658769686339584,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,average
569658503570296832,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",negative
569657781835460608,@united If an award is no longer showing available could it possible become available again?,average
569657202325229568,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,average
569656504946536449,@United can you help me get from IAH to SFO earlier tonight?,average
569656322154565632,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,negative
569655584540266496,@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!,negative
569654946179579904,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,worse
569654749055864832,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,negative
569654709964836865,@united How about free wifi when your flights delayed? Only 20 mins allowed!,negative
569654439646269440,@united I did. they told us the wrong carousel number.,average
569654428636049408,@united no thanks,average
569653506291818496,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,worse
569652316816719873,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,negative
569652058518908928,@united why do you hate your passengers?,worse
569651548881465345,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance,negative
569651277916999680,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,worse
569650401085157376,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR,worse
569650320613052416,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,worse
569649820798881792,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!,negative
569649806202642432,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,worse
569649006986407936,@united #LAX #sunrise UAL212 LAX-JFK,average
569648584909434880,@united ...would be on the next flight to Hayden/steamboat,average
569648492190179328,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,negative
569647694005870592,"@united, there is no good word for describing how angry and pissed off of a customer you have made me.",negative
569647615194898432,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",negative
569647413285265408,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,good
569647347547955200,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!",negative
569647174277042176,@united false.,negative
569646538814824449,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all.",negative
569646535215939585,"@united thanks, it was my first time in a United lounge and felt welcomed.",good
569646446586171392,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",negative
569646005315973120,"@united Good evening, UA. Can you assist with an issue via DM?",average
569645582387556352,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.,worse
569645368075554818,@united 100. % failure in 2015 #UnitedAirlines,negative
569645065792069632,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,good
569645048696053761,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",negative
569644957188939777,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",worse
569644171331538945,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,negative
569643671198572544,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,good
569642899828133888,@united but we are on All Nippon now (booked by United to replace the one we missed).,negative
569642078990258176,@united what is this subtlety gate changes? Are you kidding with me?,negative
569642063005753344,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",worse
569641805073031168,@united yes was trying to upgrade my seat. Now there are no available spots,negative
569641735086858240,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*,negative
569641686101585921,"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",average
569641615721140224,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.,worse
569641607584206850,".@united I think not. I'm not flying you again, if I can help it.",negative
569641346316640256,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,good
569641326536462336,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,negative
569641319712169984,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle.",negative
569641234769309696,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071,negative
569641125243301888,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?",worse
569640998491578369,@united you always surprise me with the awfulness of your airline. You guys suck. #worst,worse
569640163393073152,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD,negative
569640141989552128,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,good
569639854277066752,@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure,good
569639823734128640,"@united @lpdstock tweet bots obviously don't get sarcasm, making computers more and more like real people.",negative
569639780276953088,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",good
569639640170254336,@united customer service what's That???,worse
569639294152806400,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",negative
569639288649883648,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago  
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A",average
569638675170131968,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!,negative
569638419384528897,"@united that's what you have said for years, you are losing customers!!!!!!",negative
569638013287862273,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,average
569637373853745152,@united. Once again your lack of customer centricity us astounding,worse
569637147067551746,@united now this http://t.co/uygeW2Nosr,negative
569636929165242368,"@united Would be nice if @staralliance partner tickets that don't provide full PQM credit are more obvious before purchase. Lost 1,200 miles",worse
569636454869151744,@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,good
569636013443719169,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off,negative
569635707746160642,@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,good
569635623348215808,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!,worse
569635389289459712,". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",negative
569635090214449152,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",negative
569635077623148545,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",negative
569634833917452288,"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",average
569634748177514496,"@united no, we still have not heard anything from anyone at @united or the @ErieAirport",worse
569634385823182852,@united every time I search a flight your site logs me out and gives error message. About to book on a different airline and Cancelled Flight my card.,worse
569634350930636800,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,worse
569634229627297793,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,negative
569633545737490433,@united I'll let you know week after next when I do another coast-coast RT again.,average
569632550873915392,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags,negative
569632420468625408,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,negative
569632200913604608,"@United​ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status.",negative
569631508379664384,@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise,good
569631350304731136,@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,average
569631041356320768,@united I trust you enough to put my coat in my checked bag!,good
569631027385245696,@united yes I have &amp; they're unsure when it would come.This has never happened on any airline and my first time with @united #disappointed,worse
569630987858132992,@united of course. But interesting how United doesn't seem to have a good sense on what's happening with flight,negative
569630959718551552,@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,negative
569630837538361344,"@united finally made it to rep, who solved my problem.",good
569630050972143616,@united you guys are complete ass,negative
569629990129520641,@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,good
569629819559747585,@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,worse
569629692661268480,@united Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!,good
569629228225859584,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,average
569629019412557826,@united - Plane came in with broken seat.  Rather than fix it they put a broken sign on it and separated me from my kids.,negative
569628591475924994,@united worst flying experience ever and they tried to blame it on ATC?! I watched them load bags for 30min after boarding 45min Late Flight,worse
569628499549548545,@united used to (still do?) let you listen to flight radio...I often did...interesting to me #TCMParty #CE3K #31DaysOfOscar,average
569627778892443648,@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!,good
569627490672517120,@united have you read your own same day travel change policy?,negative
569627005852917762,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k",negative
569626978397134848,@united AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB. I expect some SERIOUS mileage credits.,average
569626849183035392,@united nope all set. Thx for checking.,good
569626655527981058,@united +the plane.,average
569626585365671938,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+",negative
569626297116176384,@united still sucks. I don't understand why you have two cust service agents for a long line at Houston international b gate #unitedsucks,negative
569625953602834433,"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?",negative
569625419097313282,"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos.",good
569625173176901632,@united has an United flight ever been on time. #americanisbetter,negative
569624909501984768,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster,negative
569624798860587008,@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,worse
569623889686482944,@united I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!,negative
569623343424413697,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",worse
569623171210436608,@united The first time I flew United was horrible thought I would give you a second chance. There will NOT be a third! #disgruntled,negative
569622678228705280,@united flight from san fransico to jfk was evacuated why?,negative
569621598849748993,"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending",worse
569621528951660545,@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!,worse
569621349095702528,"@united ... I want my bag off flight 1142, what do I do now?",worse
569620944160886784,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime,worse
569620902742233088,@united I do not see where it talks about military baggage fees. Can you please guide me. Thanks,average
569620432204267520,@united I hope you lose the next govt contract,worse
569620382023622657,@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux,worse
569620354781425665,@united i will just send my confirmation number when I get home safe and sound. This is why i pay so expensive services to you!,negative
569620098467569664,@united the bag is in a state that I didn't travel to and the airports don't fly to each other. Looks like it'll never show,worse
569620002652889088,@united ridiculous! I have to be refunded whenever I get at my final destination or not!,negative
569619557360381952,@united stay more than 24h traveling ans sleeping on the airports floor,worse
569619545893306369,@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing,worse
569619325230960641,@united seriously. This is just complete bs.,negative
569619208884977664,"@united, we've been waiting for over an hour for our luggage- what gives?",negative
569619205298855936,@united the costumer services here at Denver Intl Airport is ridiculous bad!,negative
569619171866222592,@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,worse
569619001820590081,@united I have proof that my situation now is due to company mistake,negative
569618884355092480,@united ouch not fair,negative
569618868441722882,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,negative
569618829627666432,@united I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling,negative
569618440396398592,@united if I miss the #Oscars I'll never fly united again,negative
569618317440208896,@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,negative
569617556857851904,"@united flight delayed...again...every time. ""Maintenance issues""",worse
569617494908002304,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,good
569617083194933248,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,negative
569617064375271424,@united I'll be calling tomorrow,average
569617019257151488,@united and I was denied an upgrade because of catering issues??? #poorservice,negative
569616974256472064,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,worse
569616836884619264,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",negative
569616634601717760,"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",negative
569616424995409921,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,worse
569615659333627904,@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,average
569615644448186369,@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,negative
569615215144226816,"@united thx off the response, finally got through the 45 min wait and talked to someone.",good
569614679154143232,@united so unhelpful... http://t.co/vBfIeo2qJC,negative
569614651400585216,@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,negative
569614009369907200,@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,negative
569613554963369985,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,worse
569613526328717313,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,worse
569613272049012736,"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.",negative
569612999415111680,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space.",negative
569610889214754816,"@united Okay, just requested to follow.",average
569610824647626752,"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",good
569609923807440896,@united make sure you take care of @LSUsoftball team &amp; @LSUQuinlanDuhon team. We are 16-0!!!!,average
569609680961572866,"@united Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable.",worse
569608870429114368,@united stuck in YYZ because staff took a break? Not happy 1K....,negative
